cof_id,topology_name,topology_id,topology_pt_path,node1_connectivity,node1_linker_id,node2_connectivity,node2_linker_id,parent_2c_id,edge_fn_id,edge_linker_type,coverage_pct,coverage_fraction,bridge_type,base_id,functionalization_type,LCD,PLD,N_base_FLP,C_FLP,N_base_FLP_sim,C_FLP_sim,edge_slots,node_slots,total_slots,n_fn_edges_expected,n_unfn_edges_expected
COF_000004,cds,25,embed/25.pt,4,0,4,0,9,-1,unfn,0,0.0,none,-1,none,35.85248,25.42279,2,0.440106,2,0.440106,4,2,6,0.0,4.0
COF_000008,cds,25,embed/25.pt,4,1,4,1,7,1418,fn,75,0.75,ph,1,base,17.99486,15.92277,18,4.551009,14,4.071718,4,2,6,3.0,1.0
COF_000009,cds,25,embed/25.pt,4,0,4,0,6,835,fn,25,0.25,ch2,10,base,33.3324,24.5183,4,0.64772,4,0.64772,4,2,6,1.0,3.0
COF_000010,cds,25,embed/25.pt,4,3,4,3,5,1330,fn,25,0.25,ph,6,base,8.74921,5.2831,0,0.0,0,0.0,4,2,6,1.0,3.0
COF_000015,cds,25,embed/25.pt,4,3,4,3,1,-1,unfn,0,0.0,none,-1,none,17.13486,11.92091,0,0.0,0,0.0,4,2,6,0.0,4.0
COF_000017,cds,25,embed/25.pt,4,1,4,1,4,217,fn,100,1.0,dir,24,base,26.73505,20.09291,5,1.206066,4,1.11026,4,2,6,4.0,0.0
COF_000018,cds,25,embed/25.pt,4,3,4,3,4,1301,fn,25,0.25,ph,10,base,16.43235,10.25736,41,16.156932,8,5.331817,4,2,6,1.0,3.0
COF_000034,cds,25,embed/25.pt,4,3,4,3,8,362,fn,50,0.5,dir,2,base,10.54512,7.19655,0,0.0,0,0.0,4,2,6,2.0,2.0
COF_000035,cds,25,embed/25.pt,4,1,4,1,12,1011,fn,25,0.25,ch2,19,base,28.91827,20.50913,3,0.36455,2,0.300651,4,2,6,1.0,3.0
COF_000040,cds,25,embed/25.pt,4,3,4,3,6,272,fn,75,0.75,dir,7,base,9.84909,6.6896,0,0.0,0,0.0,4,2,6,3.0,1.0
COF_000046,cds,25,embed/25.pt,4,1,4,1,4,199,fn,50,0.5,dir,10,base,29.51227,20.52814,7,2.769799,4,2.062085,4,2,6,2.0,2.0
COF_000048,cds,25,embed/25.pt,4,1,4,1,6,-1,unfn,0,0.0,none,-1,none,22.56123,15.93953,13,4.468695,9,3.173332,4,2,6,0.0,4.0
COF_000063,cds,25,embed/25.pt,4,3,4,3,6,1360,fn,50,0.5,ph,2,base,7.99245,5.52999,0,0.0,0,0.0,4,2,6,2.0,2.0
COF_000064,cds,25,embed/25.pt,4,1,4,1,2,1173,fn,25,0.25,ph,6,base,29.45012,21.28503,6,1.408806,5,1.343467,4,2,6,1.0,3.0
COF_000065,cds,25,embed/25.pt,4,0,4,0,12,-1,unfn,0,0.0,none,-1,none,41.24936,29.64418,3,0.313436,3,0.313436,4,2,6,0.0,4.0
COF_000067,cds,25,embed/25.pt,4,3,4,3,10,1501,fn,25,0.25,ph,14,base,11.7482,6.5911,0,0.0,0,0.0,4,2,6,1.0,3.0
COF_000068,cds,25,embed/25.pt,4,1,4,1,5,225,fn,50,0.5,dir,2,base,20.19699,15.67134,16,7.399802,10,4.67369,4,2,6,2.0,2.0
COF_000069,cds,25,embed/25.pt,4,3,4,3,10,1497,fn,100,1.0,ph,9,base,9.17579,5.6024,0,0.0,0,0.0,4,2,6,4.0,0.0
COF_000072,cds,25,embed/25.pt,4,1,4,1,9,381,fn,75,0.75,dir,1,base,21.73083,16.14407,17,5.90554,13,5.033213,4,2,6,3.0,1.0
COF_000075,cds,25,embed/25.pt,4,0,4,0,8,1461,fn,25,0.25,ph,4,base,35.51403,25.08051,5,0.751563,5,0.751563,4,2,6,1.0,3.0
COF_000078,cds,25,embed/25.pt,4,1,4,1,11,968,fn,25,0.25,ch2,9,base,20.4184,15.37459,26,8.69459,11,4.816474,4,2,6,1.0,3.0
COF_000079,cds,25,embed/25.pt,4,3,4,3,11,-1,unfn,0,0.0,none,-1,none,9.99201,7.02967,0,0.0,0,0.0,4,2,6,0.0,4.0
COF_000084,cds,25,embed/25.pt,4,1,4,1,5,-1,unfn,0,0.0,none,-1,none,21.31702,16.32842,11,3.204003,7,2.416299,4,2,6,0.0,4.0
COF_000087,cds,25,embed/25.pt,4,3,4,3,4,199,fn,25,0.25,dir,10,base,16.67244,11.10359,48,21.809718,8,6.316521,4,2,6,1.0,3.0
COF_000097,cds,25,embed/25.pt,4,1,4,1,1,627,fn,100,1.0,ch2,8,base,25.56882,19.93074,5,1.644448,4,1.602797,4,2,6,4.0,0.0
COF_000099,cds,25,embed/25.pt,4,1,4,1,10,400,fn,100,1.0,dir,0,base,23.3701,16.12293,23,9.982478,13,6.441541,4,2,6,4.0,0.0
COF_000100,cds,25,embed/25.pt,4,1,4,1,6,290,fn,25,0.25,dir,19,base,22.66654,15.98775,10,4.715191,9,4.262544,4,2,6,1.0,3.0
COF_000101,cds,25,embed/25.pt,4,0,4,0,7,-1,unfn,0,0.0,none,-1,none,31.47446,24.19075,3,0.830846,3,0.830846,4,2,6,0.0,4.0
COF_000106,cds,25,embed/25.pt,4,1,4,1,10,1489,fn,50,0.5,ph,1,base,20.22578,16.17011,32,12.457037,15,6.625876,4,2,6,2.0,2.0
COF_000109,qtz,26,embed/26.pt,4,4,4,4,0,1112,fn,50,0.5,ph,4,base,15.25099,13.62747,16,2.248087,16,2.248087,6,3,9,3.0,3.0
COF_000110,qtz,26,embed/26.pt,4,6,4,6,7,1399,fn,75,0.75,ph,10,base,14.63217,9.82373,28,5.977281,18,4.42736,6,3,9,4.5,1.5
COF_000114,qtz,26,embed/26.pt,4,8,4,8,3,177,fn,25,0.25,dir,26,base,21.61937,18.08049,5,0.735043,4,0.663331,6,3,9,1.5,4.5
COF_000118,qtz,26,embed/26.pt,4,8,4,8,4,-1,unfn,0,0.0,none,-1,none,21.3761,19.28137,9,3.737345,4,1.809336,6,3,9,0.0,6.0
COF_000119,qtz,26,embed/26.pt,4,7,4,7,9,387,fn,100,1.0,dir,8,base,5.97646,3.8934,0,0.0,0,0.0,6,3,9,6.0,0.0
COF_000122,qtz,26,embed/26.pt,4,4,4,4,7,-1,unfn,0,0.0,none,-1,none,17.28666,11.24143,14,1.549488,14,1.549488,6,3,9,0.0,6.0
COF_000125,qtz,26,embed/26.pt,4,8,4,8,6,851,fn,25,0.25,ch2,23,base,15.06452,12.96191,12,7.699946,6,5.586975,6,3,9,1.5,4.5
COF_000128,qtz,26,embed/26.pt,4,7,4,7,5,-1,unfn,0,0.0,none,-1,none,6.15013,4.18062,0,0.0,0,0.0,6,3,9,0.0,6.0
COF_000129,qtz,26,embed/26.pt,4,7,4,7,13,1646,fn,50,0.5,ph,7,base,4.44058,1.55827,0,0.0,0,0.0,6,3,9,3.0,3.0
COF_000130,qtz,26,embed/26.pt,4,4,4,4,1,1145,fn,100,1.0,ph,9,base,18.46505,14.97975,4,1.089507,4,1.089507,6,3,9,6.0,0.0
COF_000138,qtz,26,embed/26.pt,4,6,4,6,8,909,fn,50,0.5,ch2,6,base,15.41463,12.57811,22,6.817923,20,6.64335,6,3,9,3.0,3.0
COF_000139,qtz,26,embed/26.pt,4,6,4,6,6,820,fn,50,0.5,ch2,0,base,14.65498,11.9389,16,7.605274,16,7.605274,6,3,9,3.0,3.0
COF_000140,qtz,26,embed/26.pt,4,6,4,6,0,4,fn,25,0.25,dir,5,base,14.62169,10.77473,1,0.140777,1,0.140777,6,3,9,1.5,4.5
COF_000142,qtz,26,embed/26.pt,4,4,4,4,12,-1,unfn,0,0.0,none,-1,none,23.64811,20.34031,0,0.0,0,0.0,6,3,9,0.0,6.0
COF_000143,qtz,26,embed/26.pt,4,7,4,7,10,953,fn,100,1.0,ch2,23,base,5.16587,2.23146,0,0.0,0,0.0,6,3,9,6.0,0.0
COF_000145,qtz,26,embed/26.pt,4,6,4,6,12,1026,fn,25,0.25,ch2,1,base,21.42532,19.5876,0,0.0,0,0.0,6,3,9,1.5,4.5
COF_000150,qtz,26,embed/26.pt,4,7,4,7,4,774,fn,50,0.5,ch2,23,base,12.16333,8.97662,56,10.491183,8,4.960804,6,3,9,3.0,3.0
COF_000152,qtz,26,embed/26.pt,4,7,4,7,11,1537,fn,100,1.0,ph,17,base,5.87886,2.73963,0,0.0,0,0.0,6,3,9,6.0,0.0
COF_000155,qtz,26,embed/26.pt,4,8,4,8,12,533,fn,50,0.5,dir,7,base,20.33174,17.91946,1,0.746431,1,0.746431,6,3,9,3.0,3.0
COF_000156,qtz,26,embed/26.pt,4,8,4,8,5,1342,fn,25,0.25,ph,-1,functionalized,14.82209,12.30043,12,3.745619,12,3.745619,6,3,9,1.5,4.5
COF_000158,qtz,26,embed/26.pt,4,6,4,6,7,901,fn,75,0.75,ch2,23,base,13.83467,8.17403,31,3.335809,14,1.981392,6,3,9,4.5,1.5
COF_000167,qtz,26,embed/26.pt,4,4,4,4,10,1498,fn,75,0.75,ph,10,base,14.20156,11.35953,84,39.407417,26,17.12002,6,3,9,4.5,1.5
COF_000174,qtz,26,embed/26.pt,4,7,4,7,2,672,fn,25,0.25,ch2,17,base,12.42697,9.94941,24,6.055743,12,4.449509,6,3,9,1.5,4.5
COF_000175,qtz,26,embed/26.pt,4,8,4,8,10,414,fn,50,0.5,dir,17,base,16.09292,13.51449,44,20.51042,12,7.230995,6,3,9,3.0,3.0
COF_000182,qtz,26,embed/26.pt,4,6,4,6,3,744,fn,75,0.75,ch2,14,base,21.55886,17.10658,5,1.17734,4,1.103249,6,3,9,4.5,1.5
COF_000185,qtz,26,embed/26.pt,4,4,4,4,2,656,fn,50,0.5,ch2,10,base,22.68721,18.45934,4,1.270079,3,1.175718,6,3,9,3.0,3.0
COF_000187,qtz,26,embed/26.pt,4,7,4,7,12,-1,unfn,0,0.0,none,-1,none,13.40043,10.28824,0,0.0,0,0.0,6,3,9,0.0,6.0
COF_000188,qtz,26,embed/26.pt,4,4,4,4,4,762,fn,75,0.75,ch2,6,base,20.72659,17.62631,16,4.415509,8,2.421566,6,3,9,4.5,1.5
COF_000190,qtz,26,embed/26.pt,4,8,4,8,0,1120,fn,50,0.5,ph,-1,functionalized,15.41935,13.38894,0,0.0,0,0.0,6,3,9,3.0,3.0
COF_000193,qtz,26,embed/26.pt,4,4,4,4,7,1413,fn,75,0.75,ph,17,base,15.61919,11.91199,14,4.259968,10,3.463552,6,3,9,4.5,1.5
COF_000196,qtz,26,embed/26.pt,4,6,4,6,12,484,fn,50,0.5,dir,15,base,20.78911,18.70911,0,0.0,0,0.0,6,3,9,3.0,3.0
COF_000198,qtz,26,embed/26.pt,4,8,4,8,13,555,fn,25,0.25,dir,9,base,13.30956,7.83036,4,0.446607,4,0.446607,6,3,9,1.5,4.5
COF_000199,qtz,26,embed/26.pt,4,4,4,4,2,1200,fn,25,0.25,ph,17,base,22.27506,17.92052,2,0.251248,2,0.251248,6,3,9,1.5,4.5
COF_000203,qtz,26,embed/26.pt,4,6,4,6,11,441,fn,75,0.75,dir,11,base,15.68041,11.11737,98,47.068412,32,18.476804,6,3,9,4.5,1.5
COF_000204,qtz,26,embed/26.pt,4,4,4,4,3,123,fn,75,0.75,dir,1,base,22.01748,19.21442,5,0.624781,2,0.279614,6,3,9,4.5,1.5
COF_000206,qtz,26,embed/26.pt,4,8,4,8,0,1110,fn,100,1.0,ph,2,base,14.20016,11.34636,7,0.561229,6,0.511917,6,3,9,6.0,0.0
COF_000207,qtz,26,embed/26.pt,4,4,4,4,7,-1,unfn,0,0.0,none,-1,none,17.28666,11.24143,14,1.549488,14,1.549488,6,3,9,0.0,6.0
COF_000213,qtz,26,embed/26.pt,4,8,4,8,11,-1,unfn,0,0.0,none,-1,none,16.22371,12.86542,40,22.482429,14,9.099617,6,3,9,0.0,6.0
COF_000214,qtz,26,embed/26.pt,4,7,4,7,12,1026,fn,100,1.0,ch2,1,base,10.43866,8.04195,0,0.0,0,0.0,6,3,9,6.0,0.0
COF_000216,qtz,26,embed/26.pt,4,6,4,6,1,-1,unfn,0,0.0,none,-1,none,21.73103,19.96914,0,0.0,0,0.0,6,3,9,0.0,6.0
COF_000219,qzd,27,embed/27.pt,4,3,4,3,3,161,fn,100,1.0,dir,15,base,12.52901,10.2995,25,4.534872,9,2.740185,6,3,9,6.0,0.0
COF_000220,qzd,27,embed/27.pt,4,3,4,3,10,413,fn,100,1.0,dir,15,base,7.84788,6.40426,0,0.0,0,0.0,6,3,9,6.0,0.0
COF_000223,qzd,27,embed/27.pt,4,1,4,1,0,1110,fn,50,0.5,ph,2,base,18.5403,15.54954,22,9.699264,16,6.79573,6,3,9,3.0,3.0
COF_000225,qzd,27,embed/27.pt,4,3,4,3,4,195,fn,50,0.5,dir,8,base,13.82584,11.40975,33,6.170466,10,2.941431,6,3,9,3.0,3.0
COF_000226,qzd,27,embed/27.pt,4,0,4,0,4,1281,fn,50,0.5,ph,0,base,32.26168,28.34395,9,2.226358,7,1.367193,6,3,9,3.0,3.0
COF_000227,qzd,27,embed/27.pt,4,0,4,0,7,866,fn,75,0.75,ch2,1,base,27.66818,22.61988,5,1.158276,5,1.158276,6,3,9,4.5,1.5
COF_000232,qzd,27,embed/27.pt,4,1,4,1,10,409,fn,50,0.5,dir,10,base,19.34549,16.47273,38,17.777659,20,9.068858,6,3,9,3.0,3.0
COF_000235,qzd,27,embed/27.pt,4,0,4,0,9,1479,fn,100,1.0,ph,10,base,26.38335,23.18084,14,3.161528,9,2.285755,6,3,9,6.0,0.0
COF_000236,qzd,27,embed/27.pt,4,0,4,0,13,1644,fn,25,0.25,ph,7,base,25.23147,20.8407,5,0.916345,5,0.916345,6,3,9,1.5,4.5
COF_000243,qzd,27,embed/27.pt,4,1,4,1,11,449,fn,25,0.25,dir,17,base,17.61815,14.63053,52,26.254616,25,15.023638,6,3,9,1.5,4.5
COF_000247,qzd,27,embed/27.pt,4,0,4,0,1,-1,unfn,0,0.0,none,-1,none,33.58076,29.25725,3,0.055618,3,0.055618,6,3,9,0.0,6.0
COF_000248,qzd,27,embed/27.pt,4,1,4,1,3,737,fn,25,0.25,ch2,11,base,24.0514,20.67795,23,9.596716,18,8.2226,6,3,9,1.5,4.5
COF_000249,qzd,27,embed/27.pt,4,3,4,3,3,1267,fn,25,0.25,ph,3,base,13.40491,11.26667,18,0.450595,6,0.31793,6,3,9,1.5,4.5
COF_000251,qzd,27,embed/27.pt,4,3,4,3,0,1112,fn,75,0.75,ph,4,base,8.38729,4.81651,0,0.0,0,0.0,6,3,9,4.5,1.5
COF_000252,qzd,27,embed/27.pt,4,1,4,1,7,326,fn,25,0.25,dir,9,base,16.84619,14.05336,34,12.654304,18,7.525405,6,3,9,1.5,4.5
COF_000254,qzd,27,embed/27.pt,4,1,4,1,3,728,fn,75,0.75,ch2,8,base,24.0708,20.2818,20,4.475864,19,3.992458,6,3,9,4.5,1.5
COF_000256,qzd,27,embed/27.pt,4,3,4,3,6,261,fn,50,0.5,dir,0,base,8.74006,6.30355,0,0.0,0,0.0,6,3,9,3.0,3.0
COF_000259,qzd,27,embed/27.pt,4,1,4,1,0,17,fn,50,0.5,dir,23,base,18.802,15.8479,35,21.201567,20,14.327188,6,3,9,3.0,3.0
COF_000260,qzd,27,embed/27.pt,4,1,4,1,4,762,fn,50,0.5,ch2,6,base,23.77455,20.12186,57,24.974533,34,17.207901,6,3,9,3.0,3.0
COF_000272,qzd,27,embed/27.pt,4,1,4,1,8,-1,unfn,0,0.0,none,-1,none,19.33791,15.90803,29,12.314504,14,6.725685,6,3,9,0.0,6.0
COF_000275,qzd,27,embed/27.pt,4,3,4,3,10,943,fn,100,1.0,ch2,8,base,7.86843,5.33703,0,0.0,0,0.0,6,3,9,6.0,0.0
COF_000276,qzd,27,embed/27.pt,4,3,4,3,4,205,fn,25,0.25,dir,14,base,14.32861,10.96384,56,17.096087,14,7.517531,6,3,9,1.5,4.5
COF_000278,qzd,27,embed/27.pt,4,1,4,1,5,-1,unfn,0,0.0,none,-1,none,17.65443,14.78876,21,10.336352,14,7.829572,6,3,9,0.0,6.0
COF_000279,qzd,27,embed/27.pt,4,0,4,0,2,112,fn,100,1.0,dir,23,base,31.78784,27.42271,4,2.653935,3,1.731723,6,3,9,6.0,0.0
COF_000280,qzd,27,embed/27.pt,4,0,4,0,1,1136,fn,100,1.0,ph,4,base,30.64121,27.68448,5,1.105353,5,1.105353,6,3,9,6.0,0.0
COF_000282,qzd,27,embed/27.pt,4,1,4,1,0,-1,unfn,0,0.0,none,-1,none,19.20003,15.75918,21,10.867268,10,5.21432,6,3,9,0.0,6.0
COF_000286,qzd,27,embed/27.pt,4,1,4,1,10,1497,fn,75,0.75,ph,9,base,17.50433,14.58434,48,17.136751,24,9.7102,6,3,9,4.5,1.5
COF_000290,qzd,27,embed/27.pt,4,0,4,0,2,113,fn,75,0.75,dir,23,base,31.31843,27.18716,4,0.672891,4,0.672891,6,3,9,4.5,1.5
COF_000292,qzd,27,embed/27.pt,4,0,4,0,13,-1,unfn,0,0.0,none,-1,none,25.18783,22.4459,5,0.876485,5,0.876485,6,3,9,0.0,6.0
COF_000297,qzd,27,embed/27.pt,4,1,4,1,5,813,fn,100,1.0,ch2,14,base,15.8047,13.98971,31,16.348647,18,10.237835,6,3,9,6.0,0.0
COF_000298,qzd,27,embed/27.pt,4,1,4,1,8,918,fn,25,0.25,ch2,19,base,19.33402,15.69162,31,12.291503,21,8.545321,6,3,9,1.5,4.5
COF_000303,qzd,27,embed/27.pt,4,0,4,0,13,587,fn,50,0.5,dir,21,base,25.31315,19.56659,4,2.035306,4,2.035306,6,3,9,3.0,3.0
COF_000308,qzd,27,embed/27.pt,4,0,4,0,6,-1,unfn,0,0.0,none,-1,none,28.41236,23.97619,2,0.181373,2,0.181373,6,3,9,0.0,6.0
COF_000309,qzd,27,embed/27.pt,4,0,4,0,8,-1,unfn,0,0.0,none,-1,none,29.03953,25.40211,10,1.288678,9,1.214962,6,3,9,0.0,6.0
COF_000313,qzd,27,embed/27.pt,4,3,4,3,3,140,fn,25,0.25,dir,7,base,13.69935,10.66812,35,7.474108,13,3.875873,6,3,9,1.5,4.5
COF_000314,qzd,27,embed/27.pt,4,0,4,0,8,1468,fn,25,0.25,ph,3,base,28.63782,25.36922,11,2.415501,10,2.250848,6,3,9,1.5,4.5
COF_000316,qzd,27,embed/27.pt,4,0,4,0,11,-1,unfn,0,0.0,none,-1,none,28.35859,23.78942,8,1.595696,6,1.35896,6,3,9,0.0,6.0
COF_000317,qzd,27,embed/27.pt,4,3,4,3,1,646,fn,100,1.0,ch2,21,base,12.59805,11.29601,4,0.0,2,0.0,6,3,9,6.0,0.0
COF_000321,qzd,27,embed/27.pt,4,1,4,1,3,-1,unfn,0,0.0,none,-1,none,24.05116,20.6361,11,3.380384,10,3.192098,6,3,9,0.0,6.0
COF_000323,qzd,27,embed/27.pt,4,1,4,1,5,-1,unfn,0,0.0,none,-1,none,17.65443,14.78876,21,10.336352,14,7.829572,6,3,9,0.0,6.0
COF_000324,qzd,27,embed/27.pt,4,3,4,3,12,-1,unfn,0,0.0,none,-1,none,13.54337,11.00851,0,0.0,0,0.0,6,3,9,0.0,6.0
COF_000340,mot,192,embed/192.pt,4,0,4,1,11,969,fn,75,0.75,ch2,9,base,41.67692,40.24016,15,4.166304,10,3.039481,6,3,9,4.5,1.5
COF_000344,mot,192,embed/192.pt,4,1,4,0,4,-1,unfn,0,0.0,none,-1,none,53.2366,51.68252,10,2.15575,7,2.027297,6,3,9,0.0,6.0
COF_000345,mot,192,embed/192.pt,4,3,4,3,10,1506,fn,50,0.5,ph,27,base,16.23596,15.60449,7,1.969683,2,0.901547,6,3,9,3.0,3.0
COF_000348,mot,192,embed/192.pt,4,0,4,3,9,382,fn,75,0.75,dir,2,base,33.68714,32.34697,9,2.119616,5,1.650241,6,3,9,4.5,1.5
COF_000352,mot,192,embed/192.pt,4,1,4,1,13,1635,fn,75,0.75,ph,4,base,34.48278,32.69322,6,1.790104,6,1.790104,6,3,9,4.5,1.5
COF_000364,mot,192,embed/192.pt,4,0,4,0,1,626,fn,50,0.5,ch2,7,base,61.92483,57.2548,1,0.1353,1,0.1353,6,3,9,3.0,3.0
COF_000376,mot,192,embed/192.pt,4,0,4,1,7,328,fn,50,0.5,dir,10,base,41.89384,39.81798,19,8.58275,13,6.338224,6,3,9,3.0,3.0
COF_000377,mot,192,embed/192.pt,4,0,4,1,3,703,fn,75,0.75,ch2,21,base,51.45068,48.65448,5,1.389354,5,1.389354,6,3,9,4.5,1.5
COF_000385,mot,192,embed/192.pt,4,5,4,0,4,206,fn,100,1.0,dir,15,base,39.50707,35.25339,14,5.744524,8,3.712056,6,3,9,6.0,0.0
COF_000390,mot,192,embed/192.pt,4,5,4,3,6,1377,fn,25,0.25,ph,12,base,15.27008,10.2932,18,2.006887,8,1.335454,6,3,9,1.5,4.5
COF_000413,mot,192,embed/192.pt,4,5,4,0,11,436,fn,100,1.0,dir,9,base,33.51032,28.17523,8,3.550847,5,2.669981,6,3,9,6.0,0.0
COF_000420,mot,192,embed/192.pt,4,0,4,1,4,783,fn,75,0.75,ch2,21,base,52.32226,49.88936,14,6.45151,9,4.777425,6,3,9,4.5,1.5
COF_000421,mot,192,embed/192.pt,4,5,4,3,7,885,fn,50,0.5,ch2,9,base,11.40391,10.2251,0,0.0,0,0.0,6,3,9,3.0,3.0
COF_000424,mot,192,embed/192.pt,4,5,4,0,3,132,fn,50,0.5,dir,5,base,38.85896,35.70007,5,1.571523,4,1.55133,6,3,9,3.0,3.0
COF_000434,mot,192,embed/192.pt,4,1,4,0,13,554,fn,75,0.75,dir,9,base,42.25597,35.41659,4,1.676282,4,1.676282,6,3,9,4.5,1.5
COF_000437,mot,192,embed/192.pt,4,1,4,3,10,405,fn,50,0.5,dir,6,base,25.36078,23.81399,16,6.065263,6,3.494784,6,3,9,3.0,3.0
COF_000454,mot,192,embed/192.pt,4,1,4,0,11,-1,unfn,0,0.0,none,-1,none,44.18252,41.58114,5,1.537495,5,1.537495,6,3,9,0.0,6.0
COF_000475,mot,192,embed/192.pt,4,0,4,3,12,-1,unfn,0,0.0,none,-1,none,43.22416,40.82212,3,1.011902,3,1.011902,6,3,9,0.0,6.0
COF_000477,mot,192,embed/192.pt,4,1,4,3,3,132,fn,25,0.25,dir,5,base,30.31973,28.47596,16,5.536575,7,2.569479,6,3,9,1.5,4.5
COF_000479,mot,192,embed/192.pt,4,1,4,1,12,1553,fn,100,1.0,ph,9,base,41.33915,37.99277,5,1.161881,4,0.880203,6,3,9,6.0,0.0
COF_000490,mot,192,embed/192.pt,4,0,4,1,8,370,fn,50,0.5,dir,11,base,44.35716,41.82069,14,5.239071,13,5.150732,6,3,9,3.0,3.0
COF_000491,mot,192,embed/192.pt,4,3,4,0,4,204,fn,100,1.0,dir,14,base,44.2311,40.80567,7,2.170922,7,2.170922,6,3,9,6.0,0.0
COF_000494,mot,192,embed/192.pt,4,1,4,3,5,1337,fn,25,0.25,ph,9,base,24.00488,21.68253,6,0.28505,4,0.282458,6,3,9,1.5,4.5
COF_000496,mot,192,embed/192.pt,4,1,4,0,12,1548,fn,75,0.75,ph,7,base,53.22547,48.72169,7,3.847575,7,3.847575,6,3,9,4.5,1.5
COF_000498,mot,192,embed/192.pt,4,0,4,0,7,891,fn,25,0.25,ch2,11,base,52.38808,49.31793,8,3.196808,7,2.701586,6,3,9,1.5,4.5
COF_000499,mot,192,embed/192.pt,4,1,4,3,8,371,fn,25,0.25,dir,13,base,25.54503,23.66826,10,3.402042,5,2.034647,6,3,9,1.5,4.5
COF_000511,mot,192,embed/192.pt,4,1,4,3,6,833,fn,50,0.5,ch2,9,base,22.6297,20.14246,2,0.111253,2,0.111253,6,3,9,3.0,3.0
COF_000516,mot,192,embed/192.pt,4,3,4,1,11,-1,unfn,0,0.0,none,-1,none,27.92658,27.32793,22,10.30361,8,4.630151,6,3,9,0.0,6.0
COF_000517,mot,192,embed/192.pt,4,3,4,1,0,-1,unfn,0,0.0,none,-1,none,28.30577,27.6578,0,0.0,0,0.0,6,3,9,0.0,6.0
COF_000524,mot,192,embed/192.pt,4,5,4,0,3,1272,fn,25,0.25,ph,4,base,35.54598,31.95223,5,1.216394,4,1.159869,6,3,9,1.5,4.5
COF_000529,mot,192,embed/192.pt,4,0,4,0,11,-1,unfn,0,0.0,none,-1,none,53.00978,50.07259,9,2.070711,8,1.823036,6,3,9,0.0,6.0
COF_000530,mot,192,embed/192.pt,4,0,4,0,11,1527,fn,75,0.75,ph,10,base,51.60457,49.92754,7,2.067615,7,2.067615,6,3,9,4.5,1.5
COF_000534,mot,192,embed/192.pt,4,3,4,0,7,874,fn,100,1.0,ch2,5,base,29.08295,24.9645,4,1.524922,3,1.452068,6,3,9,6.0,0.0
COF_000538,mot,192,embed/192.pt,4,5,4,1,8,376,fn,100,1.0,dir,21,base,23.00057,21.64354,17,7.2024,9,3.743345,6,3,9,6.0,0.0
COF_000539,mot,192,embed/192.pt,4,0,4,0,7,351,fn,50,0.5,dir,23,base,50.97464,48.37252,9,2.4452,8,2.371633,6,3,9,3.0,3.0
COF_000545,mot,192,embed/192.pt,4,5,4,3,0,1112,fn,100,1.0,ph,4,base,9.98831,7.57104,0,0.0,0,0.0,6,3,9,6.0,0.0
COF_000564,mot,192,embed/192.pt,4,3,4,1,11,453,fn,50,0.5,dir,21,base,28.27193,27.43497,21,10.175999,7,4.500841,6,3,9,3.0,3.0
COF_000582,mot,192,embed/192.pt,4,0,4,1,11,974,fn,100,1.0,ch2,13,base,41.32616,38.75207,30,15.490236,18,10.601047,6,3,9,6.0,0.0
COF_000593,mot,192,embed/192.pt,4,1,4,3,11,1510,fn,75,0.75,ph,1,base,24.11644,23.13105,21,7.684451,8,4.307298,6,3,9,4.5,1.5
COF_000605,mot,192,embed/192.pt,4,3,4,1,7,1445,fn,25,0.25,ph,25,base,23.28188,22.22424,8,1.302207,6,1.055446,6,3,9,1.5,4.5
COF_000607,mot,192,embed/192.pt,4,3,4,1,1,49,fn,100,1.0,dir,17,base,36.05295,33.45624,2,0.176692,2,0.176692,6,3,9,6.0,0.0
COF_000611,mot,192,embed/192.pt,4,3,4,1,2,1219,fn,75,0.75,ph,2,base,33.86894,30.49841,5,0.564187,4,0.465246,6,3,9,4.5,1.5
COF_000624,mot,192,embed/192.pt,4,0,4,0,11,443,fn,25,0.25,dir,13,base,50.68124,46.57816,9,2.661559,8,2.401682,6,3,9,1.5,4.5
COF_000630,mot,192,embed/192.pt,4,0,4,0,3,123,fn,100,1.0,dir,1,base,61.94701,57.84962,5,1.497222,5,1.497222,6,3,9,6.0,0.0
COF_000637,mot,192,embed/192.pt,4,0,4,1,2,686,fn,75,0.75,ch2,1,base,53.37603,51.20557,3,0.229488,2,0.226026,6,3,9,4.5,1.5
COF_000638,mot,192,embed/192.pt,4,5,4,1,12,1012,fn,25,0.25,ch2,21,base,32.55428,28.65673,5,1.06597,4,0.949999,6,3,9,1.5,4.5
COF_000640,mot,192,embed/192.pt,4,3,4,0,9,396,fn,100,1.0,dir,21,base,35.94291,33.1184,9,3.487609,8,3.286345,6,3,9,6.0,0.0
COF_000644,mot,192,embed/192.pt,4,5,4,3,9,929,fn,25,0.25,ch2,4,base,15.76489,13.36558,9,2.469479,4,2.337474,6,3,9,1.5,4.5
COF_000654,mot,192,embed/192.pt,4,5,4,1,10,408,fn,50,0.5,dir,9,base,25.2761,21.63551,24,14.331543,9,6.252966,6,3,9,3.0,3.0
COF_000655,mot,192,embed/192.pt,4,1,4,3,11,1516,fn,100,1.0,ph,4,base,18.75342,17.91607,23,8.683846,6,3.186003,6,3,9,6.0,0.0
